episode_frame,episode_time_sec,arm_A_action_j1,arm_A_action_j2,arm_A_action_j3,arm_A_action_j4,arm_A_action_j5,arm_A_action_j6,arm_B_command_j1,arm_B_command_j2,arm_B_command_j3,arm_B_command_j4,arm_B_command_j5,arm_B_command_j6,arm_C_actual_j1,arm_C_actual_j2,arm_C_actual_j3,arm_C_actual_j4,arm_C_actual_j5,arm_C_actual_j6,hand_A_action_j1,hand_A_action_j2,hand_A_action_j3,hand_A_action_j4,hand_A_action_j5,hand_A_action_j6,hand_B_target_j1,hand_B_target_j2,hand_B_target_j3,hand_B_target_j4,hand_B_target_j5,hand_B_target_j6,hand_C_actual_j1,hand_C_actual_j2,hand_C_actual_j3,hand_C_actual_j4,hand_C_actual_j5,hand_C_actual_j6,j6_hold_enabled,j6_action_deg,j6_effective_target_deg,j6_actual_deg
178,5.933333396911621,106.37265134235152,94.4227570882055,-14.126904692525091,51.683944388673474,-90.10403041162742,18.97756538610264,106.37265134235152,94.4227570882055,-14.126904692525091,51.683944388673474,-90.10403041162742,18.97756538610264,106.476194,94.552859,-14.247835,51.177314,-90.071055,18.508867,151.22968901048222,79.99997699027486,79.99997699027486,79.99997699027486,144.81542649399265,116.33237669511064,151.22968901048222,79.99997699027486,79.99997699027486,79.99997699027486,144.81542649399265,179.8,166.5,146.2,161.6,147.9,134.9,179.8,True,116.33237669511064,179.8,179.8
179,5.9666666984558105,106.3690990040217,94.41164170697996,-14.120659452558163,51.6595363866009,-90.08563846640372,19.002546345970345,106.3690990040217,94.41164170697996,-14.120659452558163,51.6595363866009,-90.08563846640372,19.002546345970345,106.446994,94.525121,-14.224088,51.324151,-90.124117,18.597406,147.24625723561468,79.99997699027486,79.99997699027486,79.99997699027486,144.87707675274874,116.23474468682033,147.24625723561468,79.99997699027486,79.99997699027486,79.99997699027486,144.87707675274874,179.8,166.5,146.2,161.6,147.9,134.9,179.8,True,116.23474468682033,179.8,179.8
180,6.0,106.37797984984624,94.41032390405118,-14.12575877693483,51.581327647565544,-90.06873621144736,19.032741221773737,106.37797984984624,94.41032390405118,-14.12575877693483,51.581327647565544,-90.06873621144736,19.032741221773737,106.425174,94.505174,-14.207984,51.441446,-90.154683,18.6628,144.3948181765871,79.99997699027486,79.99997699027486,79.99997699027486,144.74374947382177,116.09683374553235,144.3948181765871,79.99997699027486,79.99997699027486,79.99997699027486,144.74374947382177,179.8,166.5,146.2,161.6,147.9,134.9,179.8,True,116.09683374553235,179.8,179.8
181,6.0333333015441895,106.40170030256466,94.40190142446275,-14.123352354195278,51.34395123304284,-90.08626871997836,19.04981536406864,106.40170030256466,94.40190142446275,-14.123352354195278,51.34395123304284,-90.08626871997836,19.04981536406864,106.404317,94.484292,-14.192152,51.553529,-90.16801,18.731171,138.56468613223342,79.99997699027486,79.99997699027486,79.99997699027486,144.67018169292697,116.03644399392556,138.56468613223342,79.99997699027486,79.99997699027486,79.99997699027486,144.67018169292697,179.8,156.9,128.4,161.6,129.6,134.9,179.8,True,116.03644399392556,179.8,179.8
182,6.066666603088379,106.41745664193076,94.40596942480818,-14.140541088049204,51.18638783938187,-90.09881649569174,19.012687698944163,106.41745664193076,94.40596942480818,-14.140541088049204,51.18638783938187,-90.09881649569174,19.012687698944163,106.389235,94.467462,-14.177413,51.629119,-90.165962,18.795175,133.82592409604493,79.99997699027486,79.99997699027486,79.99997699027486,144.619818702735,116.05781531968394,133.82592409604493,79.99997699027486,79.99997699027486,79.99997699027486,144.619818702735,179.8,156.9,128.4,161.6,129.6,134.9,179.8,True,116.05781531968394,179.8,179.8
183,6.099999904632568,106.44111979886965,94.41473567907369,-14.15538069494309,50.99181137215543,-90.13915272446894,18.960720426925796,106.44111979886965,94.41473567907369,-14.15538069494309,50.99181137215543,-90.13915272446894,18.960720426925796,106.37993,94.451878,-14.159671,51.668652,-90.148533,18.856893,126.66229007930374,79.99997699027486,79.99997699027486,79.99997699027486,144.53553661107125,116.10193306990901,126.66229007930376,79.99997699027486,79.99997699027486,79.99997699027486,144.53553661107122,179.8,156.9,128.4,161.6,129.6,134.9,179.8,True,116.10193306990901,179.8,179.8
184,6.133333206176758,106.46764774478422,94.42378841223675,-14.1685587242311,50.7157030106819,-90.21673120992965,19.00449440247379,106.46764774478422,94.42378841223675,-14.1685587242311,50.7157030106819,-90.21673120992965,19.00449440247379,106.376079,94.438477,-14.147115,51.672996,-90.126007,18.911967,119.31135615933431,79.99997699027486,79.99997699027486,79.99997699027486,144.5336458503473,116.38841196747441,119.31135615933431,79.99997699027486,79.99997699027486,79.99997699027486,144.5336458503473,179.8,156.9,128.4,161.6,129.6,134.9,179.8,True,116.38841196747441,179.8,179.8
185,6.166666507720947,106.4946913527144,94.44613376624685,-14.200014107183785,50.50319296446787,-90.2555777484395,18.940093946301083,106.4946913527144,94.44613376624685,-14.200014107183785,50.50319296446787,-90.2555777484395,18.940093946301083,106.3764,94.426945,-14.135378,51.638242,-90.105927,18.957731,114.65773565150224,79.99997699027486,79.99997699027486,79.99997699027486,144.65620152272578,116.45487507170961,114.65773565150225,79.99997699027486,79.99997699027486,79.99997699027486,144.65620152272578,179.8,156.9,128.4,161.6,129.6,134.9,179.8,True,116.45487507170961,179.8,179.8
186,6.199999809265137,106.50076470534277,94.46899478227256,-14.228833884278863,50.36344855823547,-90.3151080633536,18.856843178668576,106.50076470534277,94.46899478227256,-14.228833884278863,50.36344855823547,-90.3151080633536,18.856843178668576,106.381213,94.416971,-14.128827,51.562217,-90.094409,18.992553,109.39529019056418,79.99997699027486,79.99997699027486,79.99997699027486,144.67803121472028,116.42307591407985,109.39529019056417,79.99997699027486,79.99997699027486,79.99997699027486,144.67803121472028,179.8,146.7,111.1,154.6,112.9,134.9,179.8,True,116.42307591407985,179.8,179.8
187,6.233333110809326,106.52167766486505,94.49116824894413,-14.255820196429527,50.180503134250195,-90.37269032176425,18.851457375394347,106.52167766486505,94.49116824894413,-14.255820196429527,50.180503134250195,-90.37269032176425,18.851457375394347,106.390519,94.411985,-14.128827,51.460561,-90.093096,19.008327,104.98924474600815,79.99997699027486,79.99997699027486,79.99997699027486,144.86573218840513,116.4395770985796,104.98924474600815,79.99997699027486,79.99997699027486,79.99997699027486,144.86573218840513,179.8,146.7,111.1,154.6,112.9,134.9,179.8,True,116.4395770985796,179.8,179.8
188,6.266666889190674,106.53829344092385,94.52525923775441,-14.290484143034941,50.01537669769349,-90.4635041322925,18.878386391765495,106.53829344092385,94.52525923775441,-14.290484143034941,50.01537669769349,-90.4635041322925,18.878386391765495,106.40913,94.410738,-14.129373,51.276364,-90.106101,19.011133,101.18543523991413,79.99997699027486,79.99997699027486,79.99997699027486,144.65075842367204,116.26940863342575,101.18543523991414,79.99997699027486,79.99997699027486,79.99997699027486,144.65075842367204,179.8,146.7,111.1,154.6,112.9,134.9,179.8,True,116.26940863342575,179.8,179.8
189,6.300000190734863,106.55009637150354,94.54261985894689,-14.308933384038152,49.94192350835772,-90.55128126650655,18.90651861950642,106.55009637150354,94.54261985894689,-14.308933384038152,49.94192350835772,-90.55128126650655,18.90651861950642,106.427741,94.413231,-14.133195,51.099552,-90.131164,19.001622,99.3550642675892,79.99997699027486,79.99997699027486,79.99997699027486,144.58996760160866,116.17767809042532,99.3550642675892,79.99997699027486,79.99997699027486,79.99997699027486,144.58996760160866,179.8,146.7,111.1,154.6,112.9,134.9,179.8,True,116.17767809042532,179.8,179.8
190,6.333333492279053,106.56207118942177,94.56095450839106,-14.325377272758407,49.86629307940045,-90.6155671311202,18.927603466367234,106.56207118942177,94.56095450839106,-14.325377272758407,49.86629307940045,-90.6155671311202,18.927603466367234,106.452128,94.421958,-14.145477,50.871912,-90.178033,18.975372,97.54136636710258,79.99997699027486,79.99997699027486,79.99997699027486,144.57243509307764,116.11419436672479,97.54136636710258,79.99997699027486,79.99997699027486,79.99997699027486,144.57243509307767,179.8,146.7,111.1,154.6,112.9,134.9,179.8,True,116.11419436672479,179.8,179.8
191,6.366666793823242,106.57587947228444,94.58295608772409,-14.341706569919635,49.75697273208949,-90.6946926026278,18.95075096129052,106.57587947228444,94.58295608772409,-14.341706569919635,49.75697273208949,-90.6946926026278,18.95075096129052,106.470739,94.435048,-14.16977,50.690321,-90.223758,18.951515,95.36813745017137,79.99997699027486,79.99997699027486,79.99997699027486,144.42747677090958,116.0375899095158,95.36813745017136,79.99997699027486,79.99997699027486,79.99997699027486,144.42747677090958,179.8,146.7,111.1,154.6,112.9,134.9,179.8,True,116.0375899095158,179.8,179.8
192,6.400000095367432,106.59003152982416,94.59498820142184,-14.357692092403786,49.71067774224292,-90.7425345785212,19.01217203692854,106.59003152982416,94.59498820142184,-14.357692092403786,49.71067774224292,-90.7425345785212,19.01217203692854,106.49288,94.457177,-14.203889,50.47441,-90.288238,18.921132,94.30787905028177,79.99997699027486,79.99997699027486,79.99997699027486,144.90755810744966,115.8583687111989,94.30787905028178,79.99997699027486,79.99997699027486,79.99997699027486,144.9075581074497,179.8,128.8,90.8,134.6,93.0,134.9,179.8,True,115.8583687111989,179.8,179.8
193,6.433333396911621,106.59782375583795,94.61550009048752,-14.378089389910443,49.70913075619607,-90.76384860850007,19.003004712206447,106.59782375583795,94.61550009048752,-14.378089389910443,49.70913075619607,-90.76384860850007,19.003004712206447,106.510208,94.478994,-14.235552,50.302811,-90.351599,18.901517,92.74032381858336,79.99997699027486,79.99997699027486,79.99997699027486,145.22784151492783,115.8159125385797,92.74032381858336,79.99997699027486,79.99997699027486,79.99997699027486,145.2278415149278,179.8,128.8,90.8,134.6,93.0,134.9,179.8,True,115.8159125385797,179.8,179.8
194,6.4666666984558105,106.60848077082737,94.6360119795532,-14.387428601971077,49.68071204955758,-90.805158865529,19.008275923921655,106.60848077082737,94.6360119795532,-14.387428601971077,49.68071204955758,-90.805158865529,19.008275923921655,106.526252,94.502992,-14.265031,50.152934,-90.421659,18.893957,89.6086511019573,79.99997699027486,79.99997699027486,79.99997699027486,145.08614905219196,116.17315172384377,89.6086511019573,79.99997699027486,79.99997699027486,79.99997699027486,145.08614905219196,179.8,128.8,90.8,134.6,93.0,134.9,179.8,True,116.17315172384377,179.8,179.8
195,6.5,106.62813322320036,94.63698600780492,-14.37356302332891,49.57500133635594,-90.90175954978807,19.090839142200004,106.62813322320036,94.63698600780492,-14.37356302332891,49.57500133635594,-90.90175954978807,19.090839142200004,106.541333,94.526367,-14.29178,50.023475,-90.496568,18.898503,82.74117896951925,79.99997699027486,79.99997699027486,79.99997699027486,146.1093943785161,116.58316032203939,82.74117896951925,79.99997699027486,79.99997699027486,79.99997699027486,146.1093943785161,179.8,128.8,90.8,134.6,93.0,134.9,179.8,True,116.58316032203939,179.8,179.8
196,6.5333333015441895,106.63678488590683,94.64197074062255,-14.371786854164002,49.54744206641015,-90.9640400621188,19.17030838838465,106.63678488590683,94.64197074062255,-14.371786854164002,49.54744206641015,-90.9640400621188,19.17030838838465,106.55481,94.547561,-14.314981,49.920081,-90.569221,18.918831,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,146.0673392763535,116.58178522333107,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,146.0673392763535,179.8,128.8,90.8,134.6,93.0,134.9,179.8,True,116.58178522333107,179.8,179.8
197,6.566666603088379,106.64727001355773,94.65686764329598,-14.377516432115314,49.52555507863615,-90.98684378236499,19.17890275531161,106.64727001355773,94.65686764329598,-14.377516432115314,49.52555507863615,-90.98684378236499,19.17890275531161,106.567646,94.567196,-14.331631,49.84058,-90.633567,18.942033,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,145.35457977921078,116.24717787097467,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,145.35457977921075,179.8,111.6,90.6,118.0,90.5,134.9,179.8,True,116.24717787097467,179.8,179.8
198,6.599999904632568,106.64532195705428,94.67835356061339,-14.390809052962348,49.5629692226582,-90.99492248727633,19.17070945884124,106.64532195705428,94.67835356061339,-14.390809052962348,49.5629692226582,-90.99492248727633,19.17070945884124,106.579518,94.584961,-14.348281,49.778023,-90.690176,18.967171,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,144.96353608403396,115.96493886109323,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,144.96353608403396,179.8,111.6,90.6,118.0,90.5,134.9,179.8,True,115.96493886109323,179.8,179.8
199,6.633333206176758,106.65139530968268,94.68889598404378,-14.401981729967398,49.58084550586628,-90.99440682526073,19.25923143818895,106.65139530968268,94.68889598404378,-14.401981729967398,49.58084550586628,-90.99440682526073,19.25923143818895,106.593958,94.604284,-14.364385,49.716334,-90.752856,18.999499,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,144.98754301564995,115.81161535511622,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,144.98754301564995,179.8,111.6,90.6,118.0,90.5,134.9,179.8,True,115.81161535511622,179.8,179.8
200,6.666666507720947,106.65597897204371,94.69198995613748,-14.403987082250355,49.585486464006834,-91.0144603480903,19.328960401856374,106.65597897204371,94.69198995613748,-14.403987082250355,49.585486464006834,-91.0144603480903,19.328960401856374,106.60551,94.61831,-14.372301,49.671154,-90.803594,19.032274,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,143.57485827597537,116.08033256103256,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,143.57485827597537,179.8,111.6,90.6,118.0,90.5,134.9,179.8,True,116.08033256103256,179.8,179.8
201,6.699999809265137,106.6480148586914,94.71244454942365,-14.418368322908139,49.65212145558055,-90.97612947159604,19.29744772312418,106.6480148586914,94.71244454942365,-14.418368322908139,49.65212145558055,-90.97612947159604,19.29744772312418,106.61674,94.629841,-14.376668,49.63249,-90.8533,19.066524,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,143.08148431858822,116.18759026028106,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,143.08148431858825,179.8,111.6,90.6,118.0,90.5,134.9,179.8,True,116.18759026028106,179.8,179.8
202,6.733333110809326,106.64245716807862,94.71250184520318,-14.425759478465327,49.734283603402304,-90.98758862749865,19.310625752412186,106.64245716807862,94.71250184520318,-14.425759478465327,49.734283603402304,-90.98758862749865,19.310625752412186,106.627971,94.641996,-14.378306,49.597735,-90.903417,19.107485,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.67285081910094,116.41081461726402,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,142.67285081910094,179.8,91.4,89.6,98.6,90.0,134.9,179.8,True,116.41081461726402,179.8,179.8
203,6.766666889190674,106.63414928004923,94.70092809774154,-14.415446238152974,49.79771003132329,-90.99904778340127,19.429972861137937,106.63414928004923,94.70092809774154,-14.415446238152974,49.79771003132329,-90.99904778340127,19.429972861137937,106.636314,94.653528,-14.381308,49.575145,-90.943995,19.147881,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.4095934723965,116.30069212903989,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,141.4095934723965,179.8,91.4,89.6,98.6,90.0,134.9,179.8,True,116.30069212903989,179.8,179.8
204,6.800000190734863,106.6322585193253,94.6921045476965,-14.387428601971077,49.80578873623464,-90.98764592327817,19.544048758148488,106.6322585193253,94.6921045476965,-14.387428601971077,49.80578873623464,-90.98764592327817,19.544048758148488,106.643374,94.665683,-14.386767,49.566457,-90.974542,19.190822,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.1941781015855,116.11419436672479,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.19417810158546,179.8,91.4,89.6,98.6,90.0,134.9,179.8,True,116.11419436672479,179.8,179.8
205,6.833333492279053,106.63672759012732,94.68316640609247,-14.363364374575582,49.81346637068939,-90.98438006384592,19.627471413119533,106.63672759012732,94.68316640609247,-14.363364374575582,49.81346637068939,-90.98438006384592,19.627471413119533,106.646903,94.677527,-14.39441,49.575145,-90.988921,19.228005,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.16472807091577,116.02618804939272,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.16472807091577,179.8,91.4,89.6,98.6,90.0,134.9,179.8,True,116.02618804939272,179.8,179.8
206,6.866666793823242,106.62715919494865,94.67291046155962,-14.350415528405627,49.878267897318686,-90.98478113430252,19.68614229134093,106.62715919494865,94.67291046155962,-14.350415528405627,49.878267897318686,-90.98478113430252,19.68614229134093,106.647866,94.688435,-14.402599,49.599473,-90.993711,19.260915,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.25353652916104,115.99902984990351,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,140.25353652916104,179.8,91.4,89.6,98.6,90.0,134.9,179.8,True,115.99902984990351,179.8,179.8
207,6.900000095367432,106.62790404008231,94.66437339041217,-14.330304709796534,49.89511285649554,-91.0087880659185,19.736505281532928,106.62790404008231,94.66437339041217,-14.330304709796534,49.89511285649554,-91.0087880659185,19.736505281532928,106.647545,94.697162,-14.409695,49.640744,-90.993572,19.301453,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,139.53372965113817,116.09454191435181,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,139.53372965113817,179.8,90.0,89.6,90.4,89.7,134.9,179.8,True,116.09454191435181,179.8,179.8
208,6.933333396911621,106.61369468676307,94.64684088188118,-14.299995242434113,49.980082497513436,-91.04952536515229,19.83786151549157,106.61369468676307,94.64684088188118,-14.299995242434113,49.980082497513436,-91.04952536515229,19.83786151549157,106.646262,94.700278,-14.411333,49.687228,-90.992889,19.348175,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,139.47534525181433,116.0914479422581,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,139.47534525181436,179.8,90.0,89.6,90.4,89.7,134.9,179.8,True,116.0914479422581,179.8,179.8
209,6.9666666984558105,106.60000099545944,94.63228775388487,-14.278280141998655,50.024142951959,-91.09255449556663,19.83820529016865,106.60000099545944,94.63228775388487,-14.278280141998655,50.024142951959,-91.09255449556663,19.83820529016865,106.64209,94.699967,-14.41106,49.732842,-90.992218,19.406388,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,139.52519257999074,116.08600484320436,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,139.52519257999072,179.8,90.0,89.6,90.4,89.7,134.9,179.8,True,116.08600484320436,179.8,179.8
210,7.0,106.57788482456739,94.61464065379482,-14.255591013311474,50.10137766274263,-91.17930030574944,19.85161250257471,106.57788482456739,94.61464065379482,-14.255591013311474,50.10137766274263,-91.17930030574944,19.85161250257471,106.63856,94.69685,-14.409149,49.775416,-90.991592,19.475084,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,139.04516853923013,116.30991674954149,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,139.04516853923013,179.8,90.0,89.6,90.4,89.7,134.9,179.8,True,116.30991674954149,179.8,179.8
211,7.0333333015441895,106.55932099200515,94.59596222967356,-14.231985152152085,50.15179794871414,-91.28180245529833,19.865764560114442,106.55932099200515,94.59596222967356,-14.231985152152085,50.15179794871414,-91.28180245529833,19.865764560114442,106.63471,94.689682,-14.400961,49.818425,-90.992363,19.560444,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,138.50962488812135,116.30602063653461,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,138.50962488812135,179.8,90.0,89.6,90.4,89.7,134.9,179.8,True,116.30602063653461,179.8,179.8
212,7.066666603088379,106.54952341370841,94.55992318435983,-14.176007175567802,50.06281760313033,-91.41077525498228,19.915325409393258,106.54952341370841,94.55992318435983,-14.176007175567802,50.06281760313033,-91.41077525498228,19.915325409393258,106.63118,94.680643,-14.3824,49.854482,-90.997917,19.637492,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,138.53105350965922,116.06440433432793,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,138.53105350965922,179.8,90.0,89.6,90.4,89.7,134.9,179.8,True,116.06440433432793,179.8,179.8
213,7.099999904632568,106.54213225815121,94.54760459176451,-14.151656469274743,49.985869371244256,-91.47276928841545,19.866051039012007,106.54213225815121,94.54760459176451,-14.151656469274743,49.985869371244256,-91.47276928841545,19.866051039012007,106.625083,94.668177,-14.352102,49.899228,-91.016446,19.711055,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,138.44516713616912,115.60810074628577,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,138.44516713616912,179.8,90.0,89.6,90.3,89.7,134.9,179.8,True,115.60810074628577,179.8,179.8
214,7.133333206176758,106.54419490621369,94.52497275885685,-14.12982677728026,49.89591499740871,-91.50072962881782,19.81316703452143,106.54419490621369,94.52497275885685,-14.12982677728026,49.89591499740871,-91.50072962881782,19.81316703452143,106.615778,94.655086,-14.323442,49.948319,-91.047546,19.765038,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,138.49037350620497,115.0691193484062,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,138.49037350620495,179.8,90.0,89.6,90.3,89.7,134.9,179.8,True,115.0691193484062,179.8,179.8
215,7.166666507720947,106.5328503418701,94.4892201924407,-14.08954784428256,49.72471520822362,-91.55579087292989,19.778789566813582,106.5328503418701,94.4892201924407,-14.08954784428256,49.72471520822362,-91.55579087292989,19.778789566813582,106.603584,94.640438,-14.295328,49.998712,-91.095007,19.807777,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.94463120634285,114.79662062104197,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.94463120634285,179.8,90.0,89.6,90.3,89.7,134.9,179.8,True,114.79662062104197,179.8,179.8
216,7.199999809265137,106.5306731022486,94.4765578251683,-14.069608913012008,49.58388218218047,-91.56215070445585,19.750256268616067,106.5306731022486,94.4765578251683,-14.069608913012008,49.58388218218047,-91.56215070445585,19.750256268616067,106.589145,94.622985,-14.263666,50.039983,-91.158981,19.837874,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.58716283796073,114.38781523421613,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.58716283796073,179.8,90.0,89.6,90.3,89.7,134.9,179.8,True,114.38781523421613,179.8,179.8
217,7.233333110809326,106.52322465091191,94.45982745755047,-14.049440798623403,49.50722042919197,-91.60827380696387,19.74744877541993,106.52322465091191,94.45982745755047,-14.049440798623403,49.50722042919197,-91.60827380696387,19.74744877541993,106.575026,94.604284,-14.232822,50.060401,-91.235897,19.857145,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.6550010409042,114.10924315422352,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.6550010409042,179.8,90.0,89.6,90.3,89.7,134.9,179.8,True,114.10924315422352,179.8,179.8
218,7.266666889190674,106.50827045245899,94.42407489113431,-14.012599612396492,49.41703687223837,-91.74910683300703,19.79488968085676,106.50827045245899,94.42407489113431,-14.012599612396492,49.41703687223837,-91.74910683300703,19.79488968085676,106.561228,94.581221,-14.200614,50.049975,-91.325434,19.86263,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.75996690897216,113.7955487613894,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.75996690897216,179.8,89.8,89.6,89.8,89.7,134.9,179.8,True,113.7955487613894,179.8,179.8
219,7.300000190734863,106.50637969173505,94.40820396020919,-13.992603385346426,49.309206215194756,-91.84209788315677,19.800390075690014,106.50637969173505,94.40820396020919,-13.992603385346426,49.309206215194756,-91.84209788315677,19.800390075690014,106.549676,94.554417,-14.166768,49.985679,-91.412955,19.852859,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.74019986504018,113.75687411021806,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.74019986504018,179.8,89.8,89.6,89.8,89.7,134.9,179.8,True,113.75687411021806,179.8,179.8
220,7.333333492279053,106.50735371998678,94.40006795951832,-13.979138877160853,49.23941995574782,-91.91600943872864,19.718972773001926,106.50735371998678,94.40006795951832,-13.979138877160853,49.23941995574782,-91.91600943872864,19.718972773001926,106.542938,94.531354,-14.13647,49.894884,-91.474192,19.832998,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.5573117368344,113.80368476208024,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.5573117368344,179.8,89.8,89.6,89.8,89.7,134.9,179.8,True,113.80368476208024,179.8,179.8
221,7.366666793823242,106.51463028398494,94.38133223961755,-13.956392452694159,49.142418201032164,-92.02762161722012,19.669698402620675,106.51463028398494,94.38133223961755,-13.956392452694159,49.142418201032164,-92.02762161722012,19.669698402620675,106.537483,94.509849,-14.109721,49.788884,-91.522548,19.810468,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.33660839415,113.8581730483972,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.33660839415,179.8,89.8,89.6,89.8,89.7,134.9,179.8,True,113.8581730483972,179.8,179.8
222,7.400000095367432,106.51692211516546,94.34529319430382,-13.919264787569679,49.10958771937117,-92.25823712976027,19.652051302530644,106.51692211516546,94.34529319430382,-13.919264787569679,49.10958771937117,-92.25823712976027,19.652051302530644,106.532349,94.490214,-14.086247,49.689834,-91.565655,19.792604,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.1670701825708,113.90922358794334,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.1670701825708,179.8,89.8,89.6,89.8,89.7,134.9,179.8,True,113.90922358794334,179.8,179.8
223,7.433333396911621,106.51485946710301,94.32707313641866,-13.9005290676689,49.150153131266435,-92.41654536855494,19.56685247839469,106.51485946710301,94.32707313641866,-13.9005290676689,49.150153131266435,-92.41654536855494,19.56685247839469,106.524327,94.463098,-14.054584,49.557334,-91.636396,19.778488,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.06972465317807,113.95460184531771,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.06972465317807,179.8,89.8,89.6,89.8,89.7,134.9,179.8,True,113.95460184531771,179.8,179.8
224,7.4666666984558105,106.51904205900745,94.2996857538114,-13.873256276620674,49.147804004306394,-92.55623247900783,19.502394726442475,106.51904205900745,94.2996857538114,-13.873256276620674,49.147804004306394,-92.55623247900783,19.502394726442475,106.517909,94.44284,-14.034113,49.458719,-91.706639,19.77165,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.08702797859104,113.99178680622171,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.08702797859104,179.8,89.8,89.6,89.8,89.7,134.9,179.8,True,113.99178680622171,179.8,179.8
225,7.5,106.538980990278,94.25052597498919,-13.810288214935797,49.074408110750134,-92.7484025234947,19.48537787992709,106.538980990278,94.25052597498919,-13.810288214935797,49.074408110750134,-92.7484025234947,19.48537787992709,106.513737,94.424451,-14.013096,49.370964,-91.789826,19.760248,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.2265432017054,114.11560298574946,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.2265432017054,179.8,89.8,89.6,89.8,89.7,134.9,179.8,True,114.11560298574946,179.8,179.8
226,7.5333333015441895,106.55382059717189,94.22669093071174,-13.774822127417199,49.03103520565874,-92.85227977175194,19.342310318482923,106.55382059717189,94.22669093071174,-13.774822127417199,49.03103520565874,-92.85227977175194,19.342310318482923,106.511812,94.405128,-13.991259,49.293202,-91.890648,19.739524,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.1683879854996,114.25689437802873,79.99997699027486,79.99997699027486,79.99997699027486,79.99997699027486,137.1683879854996,179.8,89.8,89.6,89.8,89.7,134.9,179.8,True,114.25689437802873,179.8,179.8
