episode_frame,episode_time_sec,arm_A_action_j1,arm_A_action_j2,arm_A_action_j3,arm_A_action_j4,arm_A_action_j5,arm_A_action_j6,arm_B_command_j1,arm_B_command_j2,arm_B_command_j3,arm_B_command_j4,arm_B_command_j5,arm_B_command_j6,arm_C_actual_j1,arm_C_actual_j2,arm_C_actual_j3,arm_C_actual_j4,arm_C_actual_j5,arm_C_actual_j6,hand_A_action_j1,hand_A_action_j2,hand_A_action_j3,hand_A_action_j4,hand_A_action_j5,hand_A_action_j6,hand_B_target_j1,hand_B_target_j2,hand_B_target_j3,hand_B_target_j4,hand_B_target_j5,hand_B_target_j6,hand_C_actual_j1,hand_C_actual_j2,hand_C_actual_j3,hand_C_actual_j4,hand_C_actual_j5,hand_C_actual_j6,j6_hold_enabled,j6_action_deg,j6_effective_target_deg,j6_actual_deg
87,2.9000000953674316,103.2550733874857,97.05784728379169,-12.383967079737127,48.59117550633681,-87.0767506052742,12.74928496991254,103.2550733874857,97.05784728379169,-12.383967079737127,48.59117550633681,-87.0767506052742,12.74928496991254,102.661234,97.294922,-12.083869,46.997252,-86.48277,12.004624,184.7618147873956,184.36733334544803,182.30594579012637,186.35337695070996,143.47350204201675,95.00001206679983,184.76181478739562,184.36733334544803,182.30594579012634,186.35337695071,143.47350204201675,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,95.00001206679983,179.8,179.8
88,2.933333396911621,103.32004680145353,97.00290063123865,-12.425105449427518,48.83903704851039,-87.31235085063199,12.91343737821752,103.32004680145353,97.00290063123865,-12.425105449427518,48.83903704851039,-87.31235085063199,12.91343737821752,102.769371,97.254093,-12.144465,47.242269,-86.531581,12.112489,184.92986330870747,184.426290702567,182.30061728263163,186.09440002731085,144.3447989610722,95.00001206679983,184.92986330870744,184.42629070256697,182.30061728263163,186.09440002731085,144.3447989610722,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,95.00001206679983,179.8,179.8
89,2.9666666984558105,103.3913227511678,96.9654864872166,-12.464868720409598,48.927673619417135,-87.49386388012942,12.965691129133452,103.3913227511678,96.9654864872166,-12.464868720409598,48.927673619417135,-87.49386388012942,12.965691129133452,102.868523,97.219186,-12.191412,47.480335,-86.585641,12.207341,185.40685067315388,184.46158490274703,182.31688928401334,185.91105353286898,143.01433366499893,95.00001206679983,185.40685067315388,184.46158490274703,182.31688928401337,185.91105353286898,143.0143336649989,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,95.00001206679983,179.8,179.8
90,3.0,103.49583025299967,96.92641076558867,-12.529842134377432,48.98938117395272,-87.64535392116203,13.00637113258774,103.49583025299967,96.92641076558867,-12.529842134377432,48.98938117395272,-87.64535392116203,13.00637113258774,102.959333,97.186773,-12.232628,47.718836,-86.65233,12.295197,185.80471256609272,184.53343381025644,182.30376855050486,185.74323419467518,142.29538622366874,95.00001206679983,185.80471256609272,184.53343381025644,182.30376855050486,185.74323419467515,142.29538622366874,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,95.00001206679983,179.8,179.8
91,3.0333333015441895,103.57306496378328,96.88555887479583,-12.56622495436824,49.008346076971556,-87.74911657786022,13.062119926053969,103.57306496378328,96.88555887479583,-12.56622495436824,49.008346076971556,-87.74911657786022,13.062119926053969,103.044687,97.153736,-12.271933,47.961246,-86.740957,12.390976,185.95104598696915,184.57336896857706,182.28549119684016,185.66238984978222,142.39611220405277,95.00001206679983,185.95104598696915,184.57336896857709,182.28549119684016,185.66238984978222,142.39611220405274,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,95.00001206679983,179.8,179.8
92,3.066666603088379,103.64686192779615,96.84929064636407,-12.615728507867544,49.06277706750899,-87.8374666698694,13.063724207880336,103.64686192779615,96.84929064636407,-12.615728507867544,49.06277706750899,-87.8374666698694,13.063724207880336,103.123945,97.119141,-12.313422,48.198878,-86.855393,12.499453,186.04833422058235,184.649629651109,182.26114049054712,185.56510161616902,142.58301103682442,95.00001206679983,186.04833422058235,184.649629651109,182.26114049054712,185.56510161616902,142.58301103682442,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,95.00001206679983,179.8,179.8
93,3.0999999046325684,103.74690035882598,96.80173514936818,-12.6654612444849,49.02072196534638,-87.9153889300072,13.075928208916622,103.74690035882598,96.80173514936818,-12.6654612444849,49.02072196534638,-87.9153889300072,13.075928208916622,103.207053,97.076442,-12.359278,48.447371,-87.01787,12.637742,186.15599299028744,184.7925253252146,182.23151857253885,185.25484497010567,140.64824715422668,95.00001206679983,186.15599299028742,184.79252532521463,182.23151857253885,185.25484497010567,140.64824715422668,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,95.00001206679983,179.8,179.8
94,3.133333444595337,103.80814954712547,96.7688473719277,-12.715022093763716,49.04736450281997,-87.93853642493048,13.103143704185337,103.80814954712547,96.7688473719277,-12.715022093763716,49.04736450281997,-87.93853642493048,13.103143704185337,103.281177,97.035613,-12.401313,48.636781,-87.183089,12.761305,186.2088196989985,184.76634115397715,182.0604333749128,184.88379750197893,140.35506465045822,95.07822080583516,186.2088196989985,184.76634115397712,182.0604333749128,184.88379750197893,140.35506465045822,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,95.07822080583516,179.8,179.8
95,3.1666667461395264,103.85301214248423,96.71441638139028,-12.751462209534036,49.149522877691794,-87.9968635284748,13.194243993611135,103.85301214248423,96.71441638139028,-12.751462209534036,49.149522877691794,-87.9968635284748,13.194243993611135,103.356905,96.994785,-12.44362,48.787093,-87.350286,12.870348,186.29361745267786,184.68515303440708,181.86196079467945,184.55950338993492,140.84041719871354,95.1698940530561,186.29361745267786,184.68515303440708,181.86196079467948,184.5595033899349,140.84041719871354,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,95.1698940530561,179.8,179.8
96,3.200000047683716,103.91357378142955,96.67499688508526,-12.803486777331916,49.17198282326092,-88.03255879911146,13.317200736446212,103.91357378142955,96.67499688508526,-12.803486777331916,49.17198282326092,-88.03255879911146,13.317200736446212,103.432633,96.955514,-12.489203,48.891356,-87.500845,12.950161,186.36242968387305,184.55509161491239,181.3163903821559,183.90507099633646,141.9960157757129,95.33662477143916,186.36242968387307,184.55509161491239,181.3163903821559,183.90507099633646,141.99601577571292,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,95.33662477143916,179.8,179.8
97,3.2333333492279053,103.99539215457423,96.62354527508252,-12.8695488111105,49.12139064995087,-88.04447632125017,13.359026655490762,103.99539215457423,96.62354527508252,-12.8695488111105,49.12139064995087,-88.04447632125017,13.359026655490762,103.524084,96.909076,-12.548434,48.971291,-87.653635,13.012078,186.41491261790705,184.4513289582142,180.8167711848018,183.5162618365607,141.58933033272905,95.69317640734909,186.41491261790705,184.4513289582142,180.81677118480184,183.5162618365607,141.58933033272905,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,95.69317640734909,179.8,179.8
98,3.2666666507720947,104.05005232822971,96.58985535672882,-12.935209774432492,49.131245524027115,-88.03760082770859,13.404347617085609,104.05005232822971,96.58985535672882,-12.935209774432492,49.131245524027115,-88.03760082770859,13.404347617085609,103.603984,96.869494,-12.596746,49.010824,-87.758348,13.047796,186.44516478948992,184.4101905885238,180.59681268725112,183.3325142716622,141.7824171096881,96.39098170603891,186.44516478948995,184.4101905885238,180.5968126872511,183.33251427166223,141.7824171096881,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,96.39098170603891,179.8,179.8
99,3.299999952316284,104.10574382591642,96.55238391692727,-12.998235131896882,49.08386191436979,-88.01548465681654,13.448923733546787,104.10574382591642,96.55238391692727,-12.998235131896882,49.08386191436979,-88.01548465681654,13.448923733546787,103.677145,96.830847,-12.636324,49.037758,-87.837508,13.078922,186.47450022860065,184.36888033149486,180.40395509341005,183.17271634260027,141.02301884802174,98.07862889159675,186.47450022860065,184.36888033149486,180.40395509341005,183.17271634260027,141.02301884802174,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,98.07862889159675,179.8,179.8
100,3.3333332538604736,104.18865081887186,96.49835399684643,-13.116149846134807,49.020378190669305,-88.0302096721514,13.54913405191517,104.18865081887186,96.49835399684643,-13.116149846134807,49.020378190669305,-88.0302096721514,13.54913405191517,103.756723,96.783785,-12.684637,49.068168,-87.911001,13.125735,186.5368953324904,184.33387261021238,180.24066212179778,182.9780825795943,141.30336709717923,98.66430634977948,186.5368953324904,184.33387261021238,180.24066212179778,182.9780825795943,141.30336709717923,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,98.66430634977948,179.8,179.8
101,3.366666555404663,104.25070214808453,96.46959151553088,-13.199916275782932,48.97316646835053,-88.04040832090472,13.594455013510018,104.25070214808453,96.46959151553088,-13.199916275782932,48.97316646835053,-88.04040832090472,13.594455013510018,103.824429,96.740463,-12.731312,49.093365,-87.959769,13.179821,186.56943933525383,184.3176579046102,180.14016532453184,182.8979257840555,141.99360935297335,99.05695432678263,186.5694393352538,184.3176579046102,180.1401653245318,182.89792578405553,141.99360935297335,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,99.05695432678263,179.8,179.8
102,3.4000000953674316,104.30948761786495,96.44758993619783,-13.296516960041988,48.92079812587556,-88.05788353365622,13.514470105309755,104.30948761786495,96.44758993619783,-13.296516960041988,48.92079812587556,-88.05788353365622,13.514470105309755,103.892456,96.693401,-12.785083,49.114217,-87.995964,13.245139,186.58135685739254,184.29846381847327,180.02528728660812,182.79284532442853,141.77766155998853,100.78957869925824,186.58135685739256,184.2984638184733,180.02528728660812,182.79284532442853,141.77766155998853,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,100.78957869925824,179.8,179.8
103,3.433333396911621,104.39124869523012,96.36697477442294,-13.395122996584004,48.94211215585443,-88.20175323601357,13.446058944571135,104.39124869523012,96.36697477442294,-13.395122996584004,48.94211215585443,-88.20175323601357,13.446058944571135,103.953424,96.651637,-12.838855,49.122037,-88.015972,13.310414,186.5842789421477,184.30585497403047,179.91436265747078,182.49399053848828,141.86257390522692,101.87441698855893,186.5842789421477,184.30585497403047,179.91436265747078,182.49399053848828,141.86257390522695,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,101.87441698855893,179.8,179.8
104,3.4666666984558105,104.44877365786124,96.31008006536645,-13.476196524595014,49.02622236017964,-88.30219273750001,13.413916012264293,104.44877365786124,96.31008006536645,-13.476196524595014,49.02622236017964,-88.30219273750001,13.413916012264293,104.016958,96.61112,-12.905455,49.114652,-88.026376,13.375575,186.55104739003013,184.29416663500982,179.7343966140202,182.25615575772946,141.44236665827796,102.11987210799298,186.55104739003013,184.29416663500984,179.7343966140202,182.25615575772946,141.442366658278,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,102.11987210799298,179.8,179.8
105,3.5,104.51747129749742,96.25507611703388,-13.54747247430929,49.032811374823645,-88.36567646120051,13.344530823273951,104.51747129749742,96.25507611703388,-13.54747247430929,49.032811374823645,-88.36567646120051,13.344530823273951,104.085627,96.569045,-12.990071,49.085545,-88.030548,13.43702,186.5334002899401,184.15373467942325,179.46315839380526,181.72296123358072,141.11772877155687,102.23257290629522,186.5334002899401,184.15373467942325,179.46315839380526,181.72296123358072,141.11772877155687,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,102.23257290629522,179.8,179.8
106,3.5333333015441895,104.61361361552039,96.19606146413541,-13.61164374736394,48.98187542683652,-88.40503866172598,13.21063058655188,104.61361361552039,96.19606146413541,-13.61164374736394,48.98187542683652,-88.40503866172598,13.21063058655188,104.147878,96.529463,-13.072502,49.048619,-88.036707,13.479259,186.51873257038474,184.04716452952889,179.26795167300418,181.3632010340181,141.043931807544,102.41786745724053,186.51873257038477,184.0471645295289,179.26795167300418,181.3632010340181,141.043931807544,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,102.41786745724053,179.8,179.8
107,3.566666603088379,104.72333503328794,96.09075182139036,-13.675585837300542,49.05412540480251,-88.45184931358818,13.105607422704399,104.72333503328794,96.09075182139036,-13.675585837300542,49.05412540480251,-88.45184931358818,13.105607422704399,104.218472,96.485518,-13.164487,49.009086,-88.058347,13.502506,186.4954131881229,183.9087379262253,178.4906771281297,180.99501835486703,141.0605475836028,102.64206584247523,186.4954131881229,183.9087379262253,178.4906771281297,180.995018354867,141.0605475836028,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,102.64206584247523,179.8,179.8
108,3.5999999046325684,104.79466827878174,95.99048420724246,-13.691399472446152,49.17966045771567,-88.591192649364,13.183701570180729,104.79466827878174,95.99048420724246,-13.691399472446152,49.17966045771567,-88.591192649364,13.183701570180729,104.282648,96.444377,-13.244462,48.986496,-88.099393,13.502203,186.48028710233146,183.811105917935,177.80398721066544,180.60053691291944,140.1544148306034,102.93880068457347,186.48028710233146,183.811105917935,177.8039872106654,180.60053691291944,140.15441483060343,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,102.93880068457347,179.8,179.8
109,3.633333444595337,104.85866766449783,95.90952527079048,-13.71179676995281,49.35280830340421,-88.65479096462352,13.284885916800832,104.85866766449783,95.90952527079048,-13.71179676995281,49.35280830340421,-88.65479096462352,13.284885916800832,104.353242,96.393887,-13.336993,48.978242,-88.164096,13.471021,186.4971320615083,183.74126236270857,177.23074293663703,180.10080312400635,140.01060242402556,103.2021320872156,186.49713206150832,183.74126236270857,177.230742936637,180.10080312400635,140.01060242402556,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,103.2021320872156,179.8,179.8
110,3.6666667461395264,104.94323623505915,95.83521264476201,-13.74078843438643,49.56984471619975,-88.63084132878704,13.391284179356628,104.94323623505915,95.83521264476201,-13.74078843438643,49.56984471619975,-88.63084132878704,13.391284179356628,104.414851,96.344332,-13.416149,48.98302,-88.227202,13.426087,186.57476784274854,183.67605976562268,176.86903468057093,179.7234531201332,139.9389254038547,103.61809944648057,186.57476784274854,183.67605976562268,176.86903468057093,179.7234531201332,139.93892540385468,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,103.61809944648057,179.8,179.8
111,3.700000047683716,104.9986985496278,95.76806199117269,-13.724631024563742,49.6553873150128,-88.66825547280908,13.482785539239018,104.9986985496278,95.76806199117269,-13.724631024563742,49.6553873150128,-88.66825547280908,13.482785539239018,104.496997,96.275765,-13.50868,48.999963,-88.307913,13.351451,186.65481004672836,183.57516189790013,176.63486682970097,179.4437351245503,139.98247019628465,103.89649963913465,186.65481004672833,183.57516189790013,176.63486682970097,179.4437351245503,139.98247019628462,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,103.89649963913465,179.8,179.8
112,3.7333333492279053,105.04304548297094,95.6910564635071,-13.707384994930303,49.83478040066826,-88.73305699943839,13.639317608868762,105.04304548297094,95.6910564635071,-13.707384994930303,49.83478040066826,-88.73305699943839,13.639317608868762,104.57465,96.208444,-13.569275,49.031676,-88.37858,13.289257,186.75439011152204,183.4654404801326,176.07772266971577,179.27946812468633,140.08359724712525,104.31183674482497,186.75439011152204,183.4654404801326,176.07772266971574,179.2794681246863,140.08359724712525,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,104.31183674482497,179.8,179.8
113,3.7666666507720947,105.09908075533473,95.60511279423748,-13.695868543248173,50.07358920967879,-88.76078815672273,13.833435709859081,105.09908075533473,95.60511279423748,-13.695868543248173,50.07358920967879,-88.76078815672273,13.833435709859081,104.663214,96.12741,-13.619771,49.091627,-88.454446,13.245296,186.85190752825335,183.3787519657293,175.59603705134927,179.1594334666064,140.3536895517499,105.00626159252354,186.85190752825332,183.3787519657293,175.59603705134924,179.1594334666064,140.3536895517499,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,105.00626159252354,179.8,179.8
114,3.799999952316284,105.14554763251984,95.5517704235108,-13.671231358057545,50.1612517523338,-88.7721327210663,14.007786766917393,105.14554763251984,95.5517704235108,-13.671231358057545,50.1612517523338,-88.7721327210663,14.007786766917393,104.744076,96.047,-13.65935,49.178513,-88.517749,13.239183,186.88571203816605,183.3146379884542,175.1603599439318,178.82196132527434,140.43843000964975,105.33725931077062,186.88571203816605,183.31463798845417,175.1603599439318,178.82196132527434,140.43843000964975,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,105.33725931077062,179.8,179.8
115,3.8333332538604736,105.20267152469438,95.48931802384153,-13.65140701834602,50.273150409722845,-88.79894714587843,14.263841605561357,105.20267152469438,95.48931802384153,-13.65140701834602,50.273150409722845,-88.79894714587843,14.263841605561357,104.825259,95.958174,-13.689374,49.3058,-88.577651,13.278892,186.98683908900665,183.28312530972198,174.43144303696636,178.20356797698966,140.51589390355144,105.5325806231307,186.98683908900665,183.28312530972198,174.43144303696636,178.20356797698963,140.51589390355144,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,105.5325806231307,179.8,179.8
116,3.866666555404663,105.24243479567646,95.44531486517549,-13.654271807321676,50.41948383059926,-88.75780877618803,14.433207929802029,105.24243479567646,95.44531486517549,-13.654271807321676,50.41948383059926,-88.75780877618803,14.433207929802029,104.893607,95.879322,-13.704933,49.448727,-88.627494,13.354505,187.20719865701398,183.08299115188277,173.98000959018276,177.45121709620335,140.50495040966445,105.88878848436354,187.20719865701395,183.08299115188277,173.9800095901828,177.45121709620338,140.50495040966445,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,105.88878848436354,179.8,179.8
117,3.9000000953674316,105.30339750507838,95.37627345086223,-13.631238903957415,50.552868405305716,-88.72366049159822,14.689434655784533,105.30339750507838,95.37627345086223,-13.631238903957415,50.552868405305716,-88.72366049159822,14.689434655784533,104.955537,95.802963,-13.709846,49.605121,-88.66778,13.46292,187.36722576919396,182.83776521556678,173.13426658879018,177.0029922130725,141.04559338514989,107.41211137427787,187.367225769194,182.83776521556678,173.13426658879018,177.00299221307253,141.04559338514989,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,107.41211137427787,179.8,179.8
118,3.933333396911621,105.34722877640588,95.31943603758525,-13.607117380782409,50.63938503237048,-88.72480640718851,14.88773534867931,105.34722877640588,95.31943603758525,-13.607117380782409,50.63938503237048,-88.72480640718851,14.88773534867931,105.012333,95.730967,-13.7093,49.763252,-88.700553,13.595428,187.47385321486786,182.62451032421907,172.54990693353625,176.59533274183696,141.0155131009055,107.89058842899162,187.47385321486783,182.6245103242191,172.54990693353625,176.59533274183696,141.0155131009055,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,107.89058842899162,179.8,179.8
119,3.9666666984558105,105.39764906237741,95.2715367659123,-13.583282336504967,50.73466791370073,-88.7064144619648,15.08173885811061,105.39764906237741,95.2715367659123,-13.583282336504967,50.73466791370073,-88.7064144619648,15.08173885811061,105.064636,95.663647,-13.707935,49.915302,-88.728268,13.745854,187.53756612168638,182.47118681824207,172.16407715429517,176.2597513612288,140.5416770043323,108.18778163732597,187.53756612168638,182.47118681824207,172.16407715429517,176.2597513612288,140.5416770043323,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,108.18778163732597,179.8,179.8
120,4.0,105.46743532182433,95.2382479180152,-13.573026391972125,50.801360201053946,-88.59990160784997,15.216326644186838,105.46743532182433,95.2382479180152,-13.573026391972125,50.801360201053946,-88.59990160784997,15.216326644186838,105.119507,95.591963,-13.701111,50.073434,-88.752149,13.935892,187.6097588038729,182.41509425009875,171.88521859540498,175.93236327709107,139.82691215490664,108.4795890423861,187.60975880387286,182.41509425009878,171.88521859540498,175.93236327709107,139.82691215490664,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,108.4795890423861,179.8,179.8
121,4.0333333015441895,105.52473110133742,95.2150431273124,-13.554462559409885,50.78377039674344,-88.52404199577467,15.236552054354958,105.52473110133742,95.2150431273124,-13.554462559409885,50.78377039674344,-88.52404199577467,15.236552054354958,105.167319,95.532123,-13.689101,50.206803,-88.761419,14.123445,187.68951452895507,182.36192376671062,171.66291097089422,175.345196128641,139.82920398608715,108.59016989684635,187.68951452895504,182.36192376671062,171.66291097089422,175.345196128641,139.82920398608715,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,108.59016989684635,179.8,179.8
122,4.066666603088379,105.57263037301036,95.17980622291185,-13.533778783005662,50.83671169701352,-88.52266689706636,15.34031471105315,105.57263037301036,95.17980622291185,-13.533778783005662,50.83671169701352,-88.52266689706636,15.34031471105315,105.215451,95.475711,-13.670268,50.330615,-88.760534,14.322277,187.76394174654257,182.16671704590956,171.46529782735362,174.76754007959013,139.86902455284874,108.81706118371815,187.76394174654257,182.16671704590956,171.4652978273536,174.7675400795901,139.86902455284874,179.8,174.2,174.1,174.2,174.1,134.9,179.8,True,108.81706118371815,179.8,179.8
123,4.099999904632568,105.60557544623038,95.13013078207402,-13.519282950788853,51.04515374288212,-88.62763276513431,15.605479578639693,105.60557544623038,95.13013078207402,-13.519282950788853,51.04515374288212,-88.62763276513431,15.605479578639693,105.26262,95.422727,-13.650615,50.442263,-88.750001,14.519379,187.83619172450858,182.06278250187285,171.1721726193647,174.30510584314,140.02544203091946,108.96431133706677,187.83619172450858,182.06278250187285,171.1721726193647,174.30510584314,140.02544203091946,179.8,174.2,174.1,173.6,174.1,134.9,179.8,True,108.96431133706677,179.8,179.8
124,4.133333206176758,105.6415571957646,95.10469145597023,-13.512178274129232,51.11327842472318,-88.68435558685226,15.718581447398517,105.6415571957646,95.10469145597023,-13.512178274129232,51.11327842472318,-88.68435558685226,15.718581447398517,105.320058,95.361951,-13.626322,50.563034,-88.724826,14.744743,187.86936598084665,181.78077267510943,170.49854613962935,173.9694671667524,140.1579671689332,109.07884560031344,187.86936598084662,181.78077267510943,170.49854613962935,173.9694671667524,140.15796716893323,179.8,174.2,174.1,173.6,174.1,134.9,179.8,True,109.07884560031344,179.8,179.8
125,4.166666507720947,105.6700331981826,95.07724677758345,-13.520772641056192,51.1808301487691,-88.74262539461706,15.780976551288266,105.6700331981826,95.07724677758345,-13.520772641056192,51.1808301487691,-88.74262539461706,15.780976551288266,105.37878,95.308033,-13.604486,50.660345,-88.682681,14.93686,187.89440423649387,181.4789385086345,170.28620798075391,173.73856517531465,140.26894909385004,109.19446848337083,187.89440423649387,181.4789385086345,170.2862079807539,173.73856517531465,140.26894909385004,179.8,174.2,174.1,173.6,174.1,134.9,179.8,True,109.19446848337083,179.8,179.8
126,4.199999809265137,105.7155833428955,95.03565004165695,-13.526559514787014,51.19039854394778,-88.87870287096065,15.901698758722329,105.7155833428955,95.03565004165695,-13.526559514787014,51.19039854394778,-88.87870287096065,15.901698758722329,105.433971,95.264087,-13.586471,50.733764,-88.641355,15.087099,187.9050612514833,181.39259376890828,169.92507268248295,173.51768994529172,140.4040525419419,109.22901783841722,187.9050612514833,181.39259376890828,169.92507268248295,173.51768994529172,140.4040525419419,179.8,174.2,174.1,173.6,174.1,134.9,179.8,True,109.22901783841722,179.8,179.8
127,4.233333110809326,105.73701196443339,94.98259414982783,-13.544493093774609,51.31988700564735,-89.10547956627342,15.994460625754009,105.73701196443339,94.98259414982783,-13.544493093774609,51.31988700564735,-89.10547956627342,15.994460625754009,105.491088,95.223259,-13.565727,50.806313,-88.608466,15.232519,187.87990840427702,180.87509828834612,168.87048656476514,173.33520288754255,140.610431939748,109.1593461705293,187.87990840427705,180.87509828834612,168.87048656476514,173.33520288754255,140.61043193974803,179.8,174.2,174.1,173.6,174.1,134.9,179.8,True,109.1593461705293,179.8,179.8
128,4.266666889190674,105.7663474035441,94.9381326249257,-13.57331287086969,51.36916137602861,-89.3033218929321,16.145033934314387,105.7663474035441,94.9381326249257,-13.57331287086969,51.36916137602861,-89.3033218929321,16.145033934314387,105.53922,95.189599,-13.54935,50.878863,-88.598975,15.359819,187.82490445594448,180.30105187340456,168.2378838631612,172.96289491226656,140.47876623842697,108.96287894257895,187.82490445594448,180.30105187340456,168.2378838631612,172.96289491226653,140.47876623842697,179.8,174.2,174.1,173.6,174.1,134.9,179.8,True,108.96287894257895,179.8,179.8
129,4.300000190734863,105.8005529839134,94.9040416361154,-13.600528366138404,51.322465315725445,-89.42673700200328,16.260370338474225,105.8005529839134,94.9040416361154,-13.600528366138404,51.322465315725445,-89.42673700200328,16.260370338474225,105.582218,95.157497,-13.535156,50.954453,-88.615179,15.482474,187.5153353592353,179.55299817608176,167.57250797567576,172.06718999113855,140.44536279897082,109.00625184767036,187.51533535923528,179.55299817608176,167.57250797567576,172.06718999113852,140.44536279897085,179.8,174.2,174.1,171.0,174.1,134.9,179.8,True,109.00625184767036,179.8,179.8
130,4.333333492279053,105.82839873275675,94.8645648440309,-13.627514678289065,51.36560903769879,-89.61151589093296,16.26237569075718,105.82839873275675,94.8645648440309,-13.627514678289065,51.36560903769879,-89.61151589093296,16.26237569075718,105.622649,95.121655,-13.527514,51.040904,-88.666789,15.613239,187.21963184116828,178.56407302168597,166.88747963581739,171.41653911898797,140.61793768686422,109.19303608888299,187.2196318411683,178.56407302168597,166.88747963581736,171.41653911898794,140.61793768686422,179.8,174.2,174.1,171.0,174.1,134.9,179.8,True,109.19303608888299,179.8,179.8
131,4.366666793823242,105.85996870726846,94.82038979802631,-13.688993049706603,51.47160622979799,-89.80752475264723,16.428934521801715,105.85996870726846,94.82038979802631,-13.688993049706603,51.47160622979799,-89.80752475264723,16.428934521801715,105.656984,95.086125,-13.527514,51.121708,-88.753112,15.734137,187.01193464043337,177.7107096816181,165.6679962646609,170.99192009701653,140.65030980228912,109.22386121826104,187.01193464043337,177.7107096816181,165.6679962646609,170.9919200970165,140.65030980228912,179.8,174.2,174.1,171.0,174.1,134.9,179.8,True,109.22386121826104,179.8,179.8
132,4.400000095367432,105.90603451399699,94.79391914789126,-13.723427813193966,51.368703009792505,-89.91357924052593,16.466291370044242,105.90603451399699,94.79391914789126,-13.723427813193966,51.368703009792505,-89.91357924052593,16.466291370044242,105.688109,95.050283,-13.528059,51.191216,-88.865809,15.843833,186.57774722328324,176.36546207443047,164.34406268745212,170.63422254551634,140.54666173714998,109.3051639293901,186.5777472232832,176.36546207443047,164.34406268745212,170.63422254551637,140.54666173714998,179.8,174.2,174.1,171.0,174.1,134.9,179.8,True,109.3051639293901,179.8,179.8
133,4.433333396911621,105.94528212296345,94.7893354855302,-13.784505114154909,51.32189235793031,-89.94096662313319,16.42182984514209,105.94528212296345,94.7893354855302,-13.784505114154909,51.32189235793031,-89.94096662313319,16.42182984514209,105.718914,95.011947,-13.532427,51.24856,-89.006763,15.952222,186.24611925146152,175.4230610929993,163.85802258984265,170.1570059979519,140.26138605095431,109.31255508494729,186.2461192514615,175.4230610929993,163.85802258984265,170.1570059979519,140.26138605095431,179.8,174.2,174.1,171.0,174.1,134.9,179.8,True,109.31255508494729,179.8,179.8
134,4.4666666984558105,106.0015465784453,94.80497723333728,-13.871079036999179,51.27920700219306,-89.92417895973584,16.276756931414962,106.0015465784453,94.80497723333728,-13.871079036999179,51.27920700219306,-89.92417895973584,16.276756931414962,105.747793,94.973924,-13.541707,51.292872,-89.156332,16.049206,185.5082069071125,174.5778337536223,162.9359616101386,169.49552622347335,140.5415051169938,109.36606934301251,185.5082069071125,174.5778337536223,162.9359616101386,169.49552622347335,140.5415051169938,179.8,174.2,174.1,167.7,172.6,134.9,179.8,True,109.36606934301251,179.8,179.8
135,4.5,106.04360168060789,94.78939278130973,-13.909810983950022,51.21537950381549,-89.94262820073907,16.299388764322632,106.04360168060789,94.78939278130973,-13.909810983950022,51.21537950381549,-89.94262820073907,16.299388764322632,105.780844,94.928732,-13.570367,51.335446,-89.342897,16.159176,185.3028588333376,174.21268775078542,162.43531108875328,169.09703407695983,140.5769139087329,109.36836117419304,185.3028588333376,174.21268775078542,162.43531108875328,169.09703407695986,140.57691390873288,179.8,174.2,174.1,167.7,172.6,134.9,179.8,True,109.36836117419304,179.8,179.8
